id,time_published,year,month,weekday_utc,reading_time,score,readingCount,commentsCount,favoritesCount,main_hub,language,type
192718,1378425049,2013,9,3,6,112,72990,76,87,p2p,ru,article
597571,1640285923,2021,12,3,2,8,2240,0,1,popular_science,ru,news
79843,1262380937,2010,1,4,4,49,13897,18,5,it_bigraphy,ru,article
151623,1347889634,2012,9,0,7,22,129512,34,354,python,ru,article
269383,1445593037,2015,10,4,6,18,21311,15,102,programming,ru,article
136508,1326887862,2012,1,2,1,0,460,5,1,smartphones,ru,article
197934,1382001742,2013,10,3,4,3,3901,5,16,open_source,ru,article
295960,1446469015,2015,11,0,2,9,5208,0,2,business_models,ru,article
240375,1413293338,2014,10,1,8,1,21677,3,169,webdev,ru,article
124253,1310736033,2011,7,4,2,6,11314,63,9,webmoney,ru,article
499594,1588580702,2020,5,0,8,29,6529,4,63,vk,ru,article
242919,1415788591,2014,11,2,5,31,38512,38,82,cloud4y,ru,article
150471,1346266459,2012,8,2,2,123,33535,101,233,webdev,ru,article
568642,1626783773,2021,7,1,8,185,76774,518,54,tuturu,ru,article
529976,1606370172,2020,11,3,2,24,26928,46,11,wireless,ru,news
458534,1562065364,2019,7,1,2,14,2072,2,2,space,ru,news
491536,1583670882,2020,3,6,3,107,195377,123,128,javascript,ru,article
565658,1625136237,2021,7,3,4,10,19062,4,79,analysis_design,ru,article
413563,1528394732,2018,6,3,4,26,33022,7,83,programming,ru,article
337194,1505887202,2017,9,2,10,34,31130,48,145,gamedev,ru,article
112134,1295428605,2011,1,2,2,17,37734,38,23,netcat,ru,article
25628,1211099518,2008,5,6,2,5,900,15,2,closet,ru,article
198290,1382289888,2013,10,6,6,6,10274,1,24,ui,ru,article
668064,1653583038,2022,5,3,2,5,3926,8,1,business-laws,ru,news
337528,1504947427,2017,9,5,4,13,110770,59,279,hi,ru,article
164729,1357497115,2013,1,6,3,22,137861,205,622,sys_admin,ru,article
203242,1385469366,2013,11,1,8,5,4401,7,14,nodejs,ru,article
309968,1473842444,2016,9,2,6,35,63100,119,86,programming,ru,article
526432,1604488133,2020,11,2,4,12,4944,8,26,dev_management,ru,article
48915,1231766778,2009,1,0,2,6,499,2,3,closet,ru,article
253701,1426963644,2015,3,5,1,10,5245,6,23,perl,ru,article
252049,1425383200,2015,3,1,4,13,9518,1,64,1cloud,ru,article
500556,1588838401,2020,5,3,5,12,2110,2,5,microsoft,ru,article
28880,1215736173,2008,7,4,3,9,1433,20,17,closet,ru,article
80941,1263637818,2010,1,5,4,37,1065,52,6,itcompanies,ru,article
30035,1216907192,2008,7,3,1,12,610,5,2,webdev,ru,article
572746,1628842156,2021,8,4,2,17,5690,23,4,infosecurity,ru,news
673220,1656060703,2022,6,4,2,3,815,2,1,popular_science,ru,news
540730,1613026634,2021,2,3,8,6,3057,0,11,itelma,ru,article
686742,1662474191,2022,9,1,5,158,53350,188,230,programming,ru,article
319858,1484743175,2017,1,2,3,15,6573,17,44,it_testing,ru,article
118699,1304525233,2011,5,2,1,4,641,6,0,infosecurity,ru,article
7952,1178307796,2007,5,4,1,13,478,21,4,closet,ru,article
713338,1674836131,2023,1,4,1,7,684,0,1,space,ru,news
191398,1377513372,2013,8,0,1,3,4726,27,6,microsoft,ru,article
373223,1488527942,2017,3,4,1,-27,5822,11,3,dadget,ru,article
59373,1242121286,2009,5,1,5,6,26628,24,33,netdev,ru,article
579402,1632465640,2021,9,4,2,26,21245,1,22,yandex,ru,article
450704,1557144402,2019,5,0,3,14,4278,0,21,kaspersky,ru,article
258825,1432637579,2015,5,1,12,29,22280,17,142,programming,ru,article
503488,1590255767,2020,5,5,4,15,4775,0,50,ua-hosting,ru,article
112153,1295443617,2011,1,2,8,26,26400,89,4,lenovo,ru,article
19293,1201264445,2008,1,4,1,5,687,2,0,crowdsourcing,ru,article
13538,1188113094,2007,8,6,1,4,591,59,3,closet,ru,article
454820,1560228427,2019,6,1,9,8,3248,2,9,search_technologies,ru,article
498428,1587540395,2020,4,2,10,12,2362,0,13,sys_admin,ru,article
698682,1668104557,2022,11,3,5,6,18126,69,59,it_immigration,ru,article
67558,1250768676,2009,8,3,3,6,15376,3,10,linux,ru,article
242255,1415046091,2014,11,0,4,40,38624,27,206,client_side_optimization,ru,article
209550,1391634799,2014,2,2,6,36,32646,72,102,vector_graphics,ru,article
300038,1460383772,2016,4,0,2,6,3448,16,4,byyd,ru,article
302138,1464596272,2016,5,0,10,7,2741,0,13,realtrac,ru,article
46203,1228407370,2008,12,3,2,25,746,18,2,crowdsourcing,ru,article
44935,1227045351,2008,11,1,2,45,892,67,14,i_am_advertising,ru,article
152251,1348604334,2012,9,1,2,25,12682,8,112,infosecurity,ru,article
650803,1644489704,2022,2,3,2,5,865,1,0,business-laws,ru,news
415829,1530468722,2018,7,6,7,44,147758,19,258,python,ru,article
101866,1281960302,2010,8,0,4,12,4250,9,2,intel,ru,article
701542,1669369278,2022,11,4,8,47,12465,26,46,hflabs,ru,article
358034,1521823487,2018,3,4,2,83,68647,694,37,business-laws,ru,article
474332,1572786870,2019,11,6,4,0,10509,24,13,it_bigraphy,ru,article
73315,1256473849,2009,10,6,1,-13,333,6,0,azium,ru,article
315420,1479462218,2016,11,4,8,18,12434,2,34,gamedev,ru,article
315056,1478891214,2016,11,4,3,3,6372,0,32,linux,ru,article
39577,1221136315,2008,9,3,3,6,2783,37,47,zend_framework,ru,article
510650,1594619142,2020,7,0,2,18,26649,77,14,gadgets,ru,news
242521,1415285177,2014,11,3,10,47,118226,37,489,DIY,ru,article
344194,1533635045,2018,8,1,3,6,8509,2,38,programming,ru,article
147160,1341435634,2012,7,2,1,35,3882,95,11,statistics,ru,article
657637,1648374631,2022,3,6,4,9,20001,20,64,open_source,ru,news
481310,1576840477,2019,12,4,3,7,1272,5,1,social_networks,ru,news
423339,1536943567,2018,9,4,9,34,44172,284,61,antikvariat,ru,article
248597,1421955238,2015,1,3,10,21,9398,4,35,net,ru,article
335560,1502697272,2017,8,0,12,46,75992,74,254,microsoft,ru,article
516886,1598603274,2020,8,4,11,3,3778,3,17,okkamgroup,ru,article
388435,1451043175,2015,12,4,5,19,17528,21,30,vrdevice,ru,article
444866,1553265676,2019,3,4,5,43,37868,30,274,skillbox,ru,article
399019,1479106100,2016,11,0,5,9,2968,8,8,intel,ru,article
53141,1235816722,2009,2,5,1,22,1188,52,4,i_am_advertising,ru,article
93524,1273832765,2010,5,4,1,6,408,10,6,i_am_advertising,ru,article
19471,1201624547,2008,1,1,1,9,418,7,0,hardware,ru,article
167537,1359479603,2013,1,1,4,61,35420,40,207,assembler,ru,article
189726,1376237487,2013,8,6,4,24,263107,33,547,web_design,ru,article
9028,1180375240,2007,5,0,1,9,406,21,0,closet,ru,article
37778,1219404476,2008,8,4,1,-6,416,10,0,closet,ru,article
596381,1639757996,2021,12,4,10,1,4645,33,12,erp,ru,article
694058,1666086326,2022,10,1,3,4,461,0,0,group-ib,ru,news
139548,1331072537,2012,3,1,1,38,5632,75,104,crypto,ru,article
97635,1277716988,2010,6,0,1,3,389,6,0,closet,ru,article
532774,1608194899,2020,12,3,3,22,4873,2,70,python,ru,article
650103,1644224691,2022,2,0,2,17,8977,39,6,business-laws,ru,news
240299,1413280986,2014,10,1,4,135,320004,221,510,DIY,ru,article
680314,1659604730,2022,8,3,6,27,4547,8,22,nlmk,ru,article
301428,1464083462,2016,5,1,11,16,6487,9,18,intel,ru,article
70514,1253783327,2009,9,3,3,32,4043,33,1,opera,ru,article
224713,1401807849,2014,6,1,10,9,13354,9,74,pm,ru,article
76432,1259221158,2009,11,3,1,38,2602,53,11,hosting,ru,article
491174,1583931003,2020,3,2,10,29,11989,5,66,vk,ru,article
42103,1223754050,2008,10,5,1,-10,414,4,0,closet,ru,unknown
709974,1673413202,2023,1,2,1,3,1135,2,0,finance,ru,news
218833,1397149181,2014,4,3,10,107,56214,9,619,JetBrains-education,ru,article
429798,1542139912,2018,11,1,2,9,5487,43,3,transport,ru,article
100516,1280420255,2010,7,3,1,21,1038,17,8,closet,ru,article
509392,1594820339,2020,7,2,7,21,6059,9,27,avito,ru,article
383603,1441126048,2015,9,1,2,16,8904,6,11,crowdsourcing,ru,article
20610,1203596743,2008,2,3,2,2,485,36,1,closet,ru,article
243217,1416816795,2014,11,0,8,5,4882,2,16,intersystems,ru,article
201528,1384038469,2013,11,5,4,16,101514,78,347,assembler,ru,article
399339,1479890652,2016,11,2,4,27,21160,417,19,ecommerce,ru,article
673348,1656144662,2022,6,5,18,45,11529,12,35,popular_science,ru,article
146778,1340989545,2012,6,4,3,38,5249,8,148,instant_messaging,ru,article
487456,1581089228,2020,2,4,3,3,1541,1,2,alconost,ru,news
15836,1194371059,2007,11,1,4,0,765,0,0,itcompanies,ru,article
696630,1667242370,2022,10,0,3,8,9319,40,13,office,ru,article
131364,1319723143,2011,10,3,1,77,381,83,8,soft,ru,article
399645,1480704613,2016,12,4,8,13,38780,115,24,i_am_advertising,ru,article
383883,1441718153,2015,9,1,2,11,7231,10,6,biotech,ru,news
577258,1631266823,2021,9,4,2,15,2064,8,2,infosecurity,ru,news
260591,1434625773,2015,6,3,7,15,16202,6,121,webdev,ru,article
266553,1441874451,2015,9,3,5,24,25904,38,56,firefox,ru,article
491548,1583672942,2020,3,6,5,7,11219,33,67,javascript,ru,article
150451,1346243421,2012,8,2,2,14,9969,23,22,pay_system,ru,article
451480,1557740158,2019,5,0,2,18,12806,71,16,dwh,ru,article
137215,1327832616,2012,1,6,2,110,59253,89,581,linux,ru,article
344802,1513340767,2017,12,4,2,12,6817,6,48,javascript,ru,article
54693,1237282091,2009,3,1,1,1,1926,9,5,closet,ru,article
294302,1441713899,2015,9,1,1,10,5575,6,11,venturecap,ru,article
57530,1239963445,2009,4,4,1,23,1341,36,3,itcompanies,ru,article
26226,1211837528,2008,5,0,1,-17,1710,26,0,itcompanies,ru,article
384089,1442147480,2015,9,6,5,50,24885,20,56,popular_science,ru,article
694068,1666088787,2022,10,1,2,7,1258,3,0,branding,ru,news
128953,1316691636,2011,9,3,5,8,3148,6,55,gamedev,ru,article
2422,1166797320,2006,12,4,1,4,570,0,0,closet,ru,article
226861,1403186908,2014,6,3,4,-34,12171,20,39,webdev,ru,article
499368,1588014938,2020,4,0,4,37,11725,9,115,learning_languages,ru,article
591421,1637822718,2021,11,3,2,8,1282,1,2,business-laws,ru,news
89408,1269956782,2010,3,1,1,-6,886,1,1,closet,ru,unknown
516348,1598264703,2020,8,0,8,56,76740,114,72,ruvds,ru,article
88551,1269306213,2010,3,1,4,76,1519,42,15,gae,ru,article
506642,1592239338,2020,6,0,4,5,7814,25,33,devops,ru,article
343778,1512461088,2017,12,1,22,15,73580,6,229,programming,ru,article
559482,1622106902,2021,5,3,9,22,13114,34,39,vdsina,ru,article
673394,1656323063,2022,6,0,6,32,14890,3,41,htmlacademy,ru,article
504338,1590682861,2020,5,3,4,58,47129,28,242,sys_admin,ru,article
143544,1336629198,2012,5,3,2,1,625,18,8,i_am_advertising,ru,article
667276,1653302777,2022,5,0,8,12,1497,0,6,southbridge,ru,article
440270,1550131412,2019,2,3,2,14,9525,6,39,algorithms,ru,article
138069,1329105798,2012,2,0,1,5,1199,2,2,droider,ru,article
672502,1655799517,2022,6,1,6,13,7906,36,49,linux,ru,article
650971,1644574143,2022,2,4,2,2,3525,3,1,business-laws,ru,news
255121,1428392334,2015,4,1,2,12,10172,5,27,kato,ru,article
399489,1479866301,2016,11,2,5,5,13259,1,15,history,ru,article
172657,1363203420,2013,3,2,2,46,120662,22,198,infosecurity,ru,article
52436,1235129677,2009,2,4,1,35,956,36,4,hardware,ru,article
6691,1176366464,2007,4,3,1,0,561,2,0,closet,ru,article
358764,1526549146,2018,5,3,3,21,3637,5,12,alfa,ru,article
2329,1165912620,2006,12,1,1,4,615,19,0,closet,ru,article
541876,1629308747,2021,8,2,3,6,2294,0,20,open_source,ru,article
700816,1669107275,2022,11,1,1,2,564,0,0,tech_events,ru,news
370921,1586707557,2020,4,6,9,32,10440,52,51,arduino,ru,article
173919,1364022697,2013,3,5,2,138,44327,219,16,opera,ru,article
463711,1565852090,2019,8,3,5,40,12181,19,70,croc,ru,article
689674,1663855802,2022,9,3,1,1,1534,6,1,gadgets,ru,news
2533,1169043900,2007,1,2,1,2,647,0,0,closet,ru,article
323154,1488561520,2017,3,4,17,76,67296,65,592,hi,ru,article
522144,1601913654,2020,10,0,4,0,5891,0,19,contentmarketing,ru,article
559098,1622011832,2021,5,2,13,21,2476,1,16,ua-hosting,ru,article
673226,1656062866,2022,6,4,10,3,1099,0,0,pt,en,article
68033,1251294277,2009,8,2,2,21,33654,91,51,smartphones,ru,article
466515,1567780112,2019,9,4,7,15,9457,16,51,it_immigration,ru,article
127468,1314816068,2011,8,2,2,2,577,11,0,closet,ru,article
1615,1154339880,2006,7,0,1,0,2942,0,1,closet,ru,article
101087,1281011970,2010,8,3,1,-2,601,8,1,closet,ru,article
437180,1548324486,2019,1,3,29,63,12226,12,42,jugru,ru,article
529066,1605869606,2020,11,4,14,27,5596,4,44,pixonic,ru,article
350236,1519893555,2018,3,3,3,0,10201,7,26,linux,ru,article
110074,1292417525,2010,12,2,1,34,3363,26,4,yandex,ru,unknown
57872,1240413527,2009,4,2,1,39,976,105,20,dataved,ru,article
76192,1259052184,2009,11,1,1,73,5017,33,23,hardware,ru,article
692630,1665491864,2022,10,1,1,8,4194,9,3,space,ru,news
143512,1336565684,2012,5,2,6,158,889953,127,1432,DIY,ru,article
249209,1422536658,2015,1,3,1,1,1691,13,27,i_am_advertising,ru,article
427315,1540211095,2018,10,0,14,13,9263,1,158,web_design,ru,article
131005,1319361775,2011,10,6,2,19,1605,23,5,itcompanies,ru,article
124249,1310731266,2011,7,4,5,37,19035,26,38,analysis_design,ru,article
686802,1662492681,2022,9,1,5,4,3350,11,12,transport,ru,article
65298,1248427529,2009,7,4,3,1,3016,6,2,closet,ru,article
437706,1552597836,2019,3,3,14,66,39235,248,53,autogadgets,ru,article
400681,1484707744,2017,1,2,14,58,189578,577,507,popular_science,ru,article
227783,1403796577,2014,6,3,1,68,174964,86,135,balrobotov,ru,article
98316,1278358114,2010,7,0,2,-14,539,50,2,closet,ru,article
692742,1665556307,2022,10,2,3,3,2103,2,11,pm,ru,article
535744,1609358133,2020,12,2,9,37,14550,43,23,hardware,ru,article
683718,1661040105,2022,8,6,2,3,2821,37,6,research,ru,article
519022,1600075373,2020,9,0,9,6,6779,24,22,health,ru,article
127849,1315310367,2011,9,1,4,3,841,0,0,i_am_advertising,ru,article
438620,1549186269,2019,2,6,4,11,10914,49,73,gamedev,ru,article
658991,1649078243,2022,4,0,2,10,5491,11,3,cellular,ru,news
430980,1543164970,2018,11,6,10,15,1736,0,11,vsce,ru,article
49770,1232548389,2009,1,2,1,-17,344,22,0,closet,ru,article
63364,1246462927,2009,7,2,1,1,331,5,0,closet,ru,article
100825,1280806756,2010,8,1,1,59,2726,49,5,itcompanies,ru,article
519360,1600251013,2020,9,2,15,9,3813,9,28,machine_learning,ru,article
43447,1225215495,2008,10,1,1,1,294,0,1,closet,ru,unknown
680018,1659200377,2022,7,5,9,16,10188,20,79,java,ru,article
194810,1379927053,2013,9,0,2,6,5884,12,5,delphi,ru,article
48401,1231167877,2009,1,0,1,21,594,21,9,closet,ru,article
684188,1661255539,2022,8,1,2,0,517,0,0,arvrdev,ru,news
287664,1279279506,2010,7,4,1,18,421,24,5,media_management,ru,article
4219,1154444436,2006,8,1,2,0,522,26,0,closet,ru,article
652971,1645621202,2022,2,2,18,2,3153,0,7,postgrespro,en,article
344518,1513085715,2017,12,1,1,16,3268,1,6,raiffeisenbank,ru,article
223699,1400709950,2014,5,2,2,36,15327,14,48,gamedev,ru,article
354728,1526288516,2018,5,0,7,16,70620,17,209,alfa,ru,article
389029,1452751293,2016,1,3,5,7,23840,3,12,intel,ru,article
327454,1493372342,2017,4,4,5,21,6914,27,22,teamlab,ru,article
128644,1316292259,2011,9,5,1,50,1153,63,6,crypto,ru,article
581760,1633745152,2021,10,5,4,40,22037,12,74,selectel,ru,article
331728,1498552226,2017,6,1,4,0,4757,4,21,netologyru,ru,article
168459,1360133730,2013,2,2,1,109,272827,345,188,finance,ru,article
91027,1271306474,2010,4,3,5,15,17200,2,23,net,ru,article
15090,1192524676,2007,10,1,1,-6,669,4,0,closet,ru,article
707174,1671716424,2022,12,3,1,10,1257,1,0,popular_science,ru,news
648141,1643282511,2022,1,3,1,-1,155,0,0,top3dshop,en,article
21270,1204761965,2008,3,3,1,3,563,2,0,gadgets,ru,article
460821,1563718682,2019,7,6,4,15,5659,0,19,productivity_inside,ru,article
117732,1303144325,2011,4,0,1,35,85918,84,99,softline,ru,article
194970,1380014959,2013,9,1,4,13,20205,3,126,linux,ru,article
554886,1619610971,2021,4,2,1,-26,8472,27,9,closet,ru,article
396415,1469986170,2016,7,6,7,27,52943,31,178,popular_science,ru,article
180541,1369210058,2013,5,2,2,28,10637,13,154,analysis_design,ru,article
76137,1259160288,2009,11,2,9,95,5041,152,23,mobile_dev,ru,article
386033,1446053029,2015,10,2,1,28,22302,72,24,nano,ru,news
132456,1321176280,2011,11,6,1,15,868,10,10,image_processing,ru,article
86892,1268142572,2010,3,1,1,-7,847,0,0,instant_messaging,ru,article
13493,1187931373,2007,8,4,1,5,438,8,0,closet,ru,article
431646,1543579711,2018,11,4,4,30,7232,20,9,JetBrains,ru,article
678368,1658491792,2022,7,4,1,3,421,0,0,social_networks,ru,news
458906,1562572564,2019,7,0,2,12,2738,2,11,skbkontur,ru,article
414001,1528896608,2018,6,2,4,16,22264,60,79,webdev,ru,article
445754,1553784710,2019,3,3,5,9,2237,1,16,iqb_technologies,ru,article
6595,1176221622,2007,4,1,1,44,1116,17,14,itcompanies,ru,article
657049,1648032318,2022,3,2,3,6,6296,4,37,infosecurity,ru,article
132388,1320990164,2011,11,4,1,4,1380,15,6,social_networks,ru,article
171785,1362556839,2013,3,2,3,-7,33946,7,17,nbz,ru,article
506462,1591959080,2020,6,4,8,3,3295,18,4,gadgets,ru,article
499070,1587850641,2020,4,5,4,18,12927,30,74,mobile_dev,ru,article
367589,1452696394,2016,1,2,1,-8,2583,5,1,sonyxperia,ru,article
675210,1657028344,2022,7,1,2,11,3411,2,1,itcompanies,ru,news
7156,1176939484,2007,4,2,1,18,773,55,1,linux,ru,article
12719,1185947253,2007,8,2,1,4,1413,35,1,itcompanies,ru,article
409055,1513906688,2017,12,4,2,36,23393,138,14,space,ru,news
570810,1627888197,2021,8,0,7,19,8392,10,16,3d_graphics,ru,article
354564,1526460112,2018,5,2,8,17,15366,8,36,sberbank,ru,article
499708,1588170195,2020,4,2,2,7,2636,15,2,video,ru,news
588520,1636613884,2021,11,3,2,10,1316,0,2,open_source,ru,news
521048,1601304522,2020,9,0,13,21,16096,2,8,megafon,ru,megaproject
38136,1219756851,2008,8,1,1,55,792,256,7,habr,ru,article
110742,1293378029,2010,12,6,2,60,695,56,4,infosecurity,ru,article
446408,1554191167,2019,4,1,4,14,16314,27,40,arduino,ru,article
532456,1607671263,2020,12,4,3,15,4085,9,1,space,ru,news
394653,1464271477,2016,5,3,2,20,22774,51,17,soft,ru,article
77421,1260081825,2009,12,6,1,69,5778,98,22,design,ru,article
705684,1671097566,2022,12,3,1,8,1927,42,3,ios_dev,ru,news
175895,1365423664,2013,4,0,14,4,108654,5,88,sys_admin,ru,article
332734,1499631549,2017,7,6,5,6,6983,71,16,research,ru,article
335618,1502780529,2017,8,1,4,28,39358,103,56,jetinfosystems,ru,article
675484,1657189805,2022,7,3,12,0,13860,27,68,neoflex,ru,article
308448,1472050675,2016,8,2,5,16,134859,15,288,algorithms,ru,article
503536,1590328627,2020,5,6,6,19,4413,5,36,programming,ru,article
668474,1654170643,2022,6,3,19,7,2712,5,16,unigine,ru,article
125310,1312965470,2011,8,2,3,6,998,5,22,i_am_advertising,ru,article
41479,1222953754,2008,10,3,1,31,591,99,11,closet,ru,article
403017,1491858067,2017,4,0,6,17,8387,2,25,medgadgets,ru,article
592089,1638165602,2021,11,0,5,19,12140,6,34,hi,ru,article
46868,1229118131,2008,12,4,2,157,8944,187,47,popular_science,ru,article
450066,1556571755,2019,4,0,2,8,3277,0,26,dwh,ru,article
186838,1374107752,2013,7,3,14,58,79961,42,237,infosecurity,ru,article
465389,1567059055,2019,8,3,3,13,9116,32,1,infosecurity,ru,news
25929,1211445579,2008,5,3,1,8,619,25,0,i_am_advertising,ru,article
225871,1402395926,2014,6,1,5,13,7200,9,62,promwad,ru,article
687486,1662742735,2022,9,4,1,12,1592,5,3,electronics,ru,news
417507,1532423059,2018,7,1,26,14,4739,6,32,ios_dev,ru,article
683392,1660836205,2022,8,3,1,7,1518,0,0,smartphones,ru,news
435322,1546855782,2019,1,0,10,1,10585,28,36,javascript,ru,article
683884,1662020682,2022,9,3,5,3,1696,0,7,wireless,ru,article
562078,1623317402,2021,6,3,7,39,6829,9,28,vdsina,ru,article
114919,1299238396,2011,3,4,1,25,8158,15,2,kanobu,ru,article
458,1161896087,2006,10,3,1,2,675,17,0,closet,ru,article
63555,1246649176,2009,7,4,2,37,612,36,23,closet,ru,article
651905,1645009419,2022,2,2,7,10,4378,8,37,video,ru,article
43074,1224791695,2008,10,3,7,37,4797,24,110,linux,ru,article
188358,1375248177,2013,7,2,5,3,6483,13,14,oracle,ru,article
12741,1185972078,2007,8,2,1,7,623,8,0,health,ru,article
53519,1236162438,2009,3,2,1,62,746,119,17,hardware,ru,article
76831,1259602091,2009,11,0,1,15,1137,31,5,infosecurity,ru,article
381397,1436042322,2015,7,5,1,27,14555,8,30,popular_science,ru,article
695450,1666714309,2022,10,1,3,5,1671,2,2,popular_science,ru,news
23707,1208440330,2008,4,3,1,3,383,3,1,closet,ru,article
306038,1469022368,2016,7,2,1,7,7066,3,49,southbridge,ru,article
301768,1465231153,2016,6,0,4,10,5348,0,21,at_consulting,ru,article
139626,1331209736,2012,3,3,11,168,8710,271,110,hosting,ru,article
56540,1239184470,2009,4,2,6,30,833,66,26,i_am_advertising,ru,article
30687,1218026025,2008,8,2,1,2,3962,37,3,zadachki,ru,article
174297,1364299074,2013,3,1,2,40,99376,63,50,gadgets,ru,article
542826,1613555290,2021,2,2,5,23,6606,2,13,mvideo,ru,article
527938,1607411436,2020,12,1,3,48,17996,52,47,yandex,ru,article
15198,1192724946,2007,10,3,1,5,448,6,0,closet,ru,article
496354,1586699957,2020,4,6,6,50,8177,59,59,crazydev,ru,article
275839,1336908047,2012,5,6,2,26,381223,106,998,programming,ru,article
496384,1586433250,2020,4,3,16,26,14477,24,30,jugru,ru,article
528850,1605776329,2020,11,3,5,1,21136,4,23,zyxel,ru,article
395647,1467007593,2016,6,0,4,17,21890,20,47,dronk,ru,article
18335,1199478176,2008,1,4,1,17,683,19,0,opera,ru,article
166333,1358748660,2013,1,0,22,0,35932,63,45,artificial_intelligence,ru,article
598085,1641196801,2022,1,0,7,24,24613,21,170,first,ru,article
164649,1357221389,2013,1,3,2,5,7143,8,22,epam_systems,ru,article
409273,1513942573,2017,12,4,1,8,6955,20,12,smileexpo,ru,article
437194,1548227117,2019,1,2,9,32,5724,4,42,croc,ru,article
681304,1659941102,2022,8,0,19,28,14777,42,21,it_immigration,ru,article
535508,1609589876,2021,1,5,4,45,4993,1,15,open_source,ru,article
325830,1494931768,2017,5,1,5,17,36216,44,89,gridgain,ru,article
299958,1460027490,2016,4,3,4,8,6846,15,6,freelance,ru,article
110641,1293187509,2010,12,4,2,-2,732,6,3,robot,ru,article
142982,1335965610,2012,5,2,5,18,3384,12,7,intel,ru,article
684286,1661342702,2022,8,2,4,0,2770,0,9,it_testing,ru,article
670776,1654857390,2022,6,4,7,4,3410,0,15,rshb,ru,article
557102,1620847620,2021,5,2,4,3,8558,9,15,electronics,ru,article
407073,1506853240,2017,10,6,4,6,16946,45,24,popular_science,ru,article
589765,1637149540,2021,11,2,6,11,21225,10,217,machine_learning,ru,article
541624,1612964686,2021,2,2,7,52,15264,29,66,vk,ru,article
499442,1588257755,2020,4,3,14,15,3129,2,59,gamedev,ru,article
468147,1568964832,2019,9,4,3,11,3160,3,6,epson,ru,article
524684,1605386512,2020,11,5,3,1,7697,1,25,audiomania,ru,article
329708,1496069848,2017,5,0,10,13,15287,1,28,microsoft,ru,article
97015,1277132203,2010,6,0,1,6,437,9,0,closet,ru,article
502954,1590050264,2020,5,3,7,17,8286,0,33,leader-id,ru,article
86982,1268210422,2010,3,2,5,-1,723,12,3,closet,ru,article
561672,1623150644,2021,6,1,2,12,500,0,0,brain,ru,news
703668,1670256002,2022,12,0,9,21,4449,15,21,onlinepatent,ru,article
54504,1237131422,2009,3,6,1,0,411,6,0,i_am_advertising,ru,article
157545,1352203331,2012,11,1,3,20,195523,26,457,asterisk,ru,article
456276,1560692111,2019,6,6,14,11,20858,18,85,popular_science,ru,article
412879,1528010963,2018,6,6,6,5,7150,47,48,spice,ru,article
57898,1240349236,2009,4,1,1,36,636,38,1,i_am_advertising,ru,article
12577,1185483884,2007,7,3,1,13,630,38,4,itcompanies,ru,article
180463,1369152288,2013,5,1,1,5,19366,4,35,study,ru,article
297540,1450957207,2015,12,3,5,11,26358,12,50,iqplanner,ru,article
91874,1272062683,2010,4,4,4,45,427,49,15,closet,ru,article
173157,1363591986,2013,3,0,7,27,28082,7,119,linux,ru,article
30817,1218197965,2008,8,4,1,6,819,15,27,i_am_advertising,ru,article
60355,1243201640,2009,5,6,3,30,36124,103,35,hardware,ru,article
138615,1329801359,2012,2,1,3,1,1341,0,2,paysto,ru,article
375891,1422282032,2015,1,0,4,17,9512,9,16,iticapital,ru,article
704808,1670819394,2022,12,0,2,3,942,0,13,productpm,ru,article
384299,1442497025,2015,9,3,2,12,13767,0,57,gadgets,ru,article
244457,1417180171,2014,11,4,4,11,84099,2,207,infosecurity,ru,article
504182,1590654132,2020,5,3,3,5,1033,0,0,top3dshop,ru,article
370399,1492804829,2017,4,4,8,17,12669,24,45,social_networks,ru,article
292372,1436432205,2015,7,3,1,8,3773,4,12,byyd,ru,article
36917,1218659891,2008,8,2,1,55,493,9,3,habr,ru,article
669258,1654165223,2022,6,3,1,4,610,2,0,space,ru,news
492452,1584312127,2020,3,6,2,7,6738,16,1,business-laws,ru,news
588020,1636553279,2021,11,2,3,-14,15352,13,25,study,ru,article
220783,1398408762,2014,4,4,5,-11,5370,4,94,infosecurity,ru,article
439126,1549437505,2019,2,2,2,10,1363,0,13,productpm,ru,article
1908,1160657280,2006,10,3,1,0,707,1,0,closet,ru,article
401787,1487762107,2017,2,2,1,0,5778,6,15,3d-printers,ru,article
523580,1602757062,2020,10,3,2,8,8612,18,4,arvrdev,ru,news
8617,1179553750,2007,5,5,1,19,585,16,8,webdev,ru,article
425531,1538808277,2018,10,5,6,11,9797,47,20,popular_science,ru,article
687960,1663059303,2022,9,1,1,7,1712,6,0,ecommerce,ru,news
457518,1561620413,2019,6,3,12,8,1944,14,7,infosecurity,ru,article
41064,1222485124,2008,9,5,2,21,470,47,0,closet,ru,article
343846,1512392765,2017,12,0,8,29,78658,14,218,alfa,ru,article
35891,1182704816,2007,6,6,1,0,322,0,0,closet,ru,unknown
501490,1589529380,2020,5,4,6,56,31224,46,60,python,ru,article
529244,1605988334,2020,11,5,9,5,8053,55,47,open_source,ru,article
385463,1445074260,2015,10,5,2,8,26534,4,122,vertdider,ru,article
576226,1630676364,2021,9,4,2,15,8815,18,2,smartphones,ru,news
657021,1648022638,2022,3,2,7,9,7111,1,21,mssql,ru,article
507164,1592461588,2020,6,3,13,2,1910,1,2,pvs-studio,en,article
135929,1326165392,2012,1,1,1,56,26399,63,51,microsoft,ru,article
678638,1658662046,2022,7,6,3,20,7743,3,61,python,ru,article
